label,num_vert,max_degree,max_indegree,max_values,nodes,method,kind,query_type,filename,target,observed,barren,interval_result,time
vm_n5_mID2_mD6_mV4_nV2-1,2,6,2,4,5,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n5_mID2_mD6_mV4_nV2-1.uai,1,,2,0.08854892700000001 0.3945542135 0.058842188999999996 0.338556605375 0.03997044100000001 0.32724138275000003 0.2515017595 0.614207225,165.0
vm_n5_mID2_mD6_mV4_nV2-1,2,6,2,4,5,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n5_mID2_mD6_mV4_nV2-1.uai,0,2 1,0,0.04587809957507319 0.9708674641505408 0.02913253584945926 0.9541219004249268,85.0
vs_n5_mID2_mD6_mV4_nV2-1,2,6,2,4,5,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV2-1.uai,4,,0,0.15701926263032848 0.3669717120379435 0.2979569791516939 0.6006925535211376 0.14020678952175458 0.442574842547113,135.0
vs_n5_mID2_mD6_mV4_nV2-1,2,6,2,4,5,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV2-1.uai,0,4,0,0.1121026686844743 0.36342589258327934 0.26091043769427025 0.6182691049354695 0.2696282263800562 0.37566366972245047,557.0
vm_n5_mID2_mD6_mV4_nV2-1,2,6,2,4,5,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n5_mID2_mD6_mV4_nV2-1.uai,1,,2,0.130944389984375 0.376202450375 0.06004259934375 0.28902561278125 0.041352510000000016 0.3177077548125 0.26941855075 0.603181286625,119.0
vm_n5_mID2_mD6_mV4_nV2-1,2,6,2,4,5,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n5_mID2_mD6_mV4_nV2-1.uai,0,2 1,0,0.04587809957507319 0.9708674641505408 0.02913253584945926 0.9541219004249268,81.0
vs_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-1.uai,5,,0,0.07434052497030177 0.6015031986195333 0.09440841098425931 0.6252332541556065 0.09383395580108887 0.44216862670087753 0.04117574155674886 0.24262029854519415,111.0
vs_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-1.uai,0,5,0,0.13064737303952165 0.8119454725032668 0.12416621817581568 0.2335312123467528 0.021001065385807222 0.5055316650853798 0.04288724393511038 0.13761569544495164,373.0
vm_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n6_mID2_mD6_mV4_nV2-1.uai,1,,3,0.149069033 0.6483154720000001 0.121995927 0.69827999325 0.10332365900000001 0.390299544,118.0
vm_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n6_mID2_mD6_mV4_nV2-1.uai,2,4 1 0,0,,
vs_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-1.uai,5,,0,0.09816077409968461 0.5188083043539281 0.14436031925418222 0.5331889269408254 0.10671552034278567 0.44175508201962677 0.06914051348485939 0.1985427185814549,92.0
vs_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-1.uai,0,5,0,0.13993254632047988 0.8103563436722419 0.1251909261742671 0.23201040904631168 0.021268064483835218 0.49208318488153485 0.04318466566965585 0.13602241294857131,365.0
vm_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n6_mID2_mD6_mV4_nV2-1.uai,1,,3,0.16886603 0.569863672 0.1520106085 0.6977356155 0.11352239149999997 0.36766842375,95.0
vm_n6_mID2_mD6_mV4_nV2-1,2,6,2,4,6,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n6_mID2_mD6_mV4_nV2-1.uai,2,4 1 0,0,,
vs_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-1.uai,6,,0,0.3264229687172246 0.861098127530581 0.13890187246941893 0.6735770312827754,165.0
vs_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-1.uai,0,6,0,0.07202925086080167 0.713590279081892 0.286409720918108 0.9279707491391981,293.0
vm_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n7_mID2_mD6_mV4_nV2-1.uai,4,,1,0.1309751980311459 0.7087839119042133 0.005769472531524706 0.3129531976623976 0.10409139563208547 0.40778717722992025 0.06396576930168237 0.40862813165201567,577514.0
vm_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n7_mID2_mD6_mV4_nV2-1.uai,2,4 1,0,0.0188651091295063 0.6932244165253225 0.13092125968938376 0.2756381176176668 0.09024326582339263 0.7637135422649832 0.016947982296147263 0.2239268307888942,1292.0
vs_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-1.uai,6,,0,0.32653506841519303 0.8505893283664229 0.14941067163357702 0.6734649315848072,124.0
vs_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-1.uai,0,6,0,0.07297349109787492 0.7130873955347181 0.2869126044652819 0.9270265089021251,198.0
vm_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n7_mID2_mD6_mV4_nV2-1.uai,4,,1,0.2084335080080507 0.562457688533926 0.04405126410123134 0.2604043301572952 0.15975821723386896 0.2978814864702076 0.11998304592307124 0.36365432524897384,3362.0
vm_n7_mID2_mD6_mV4_nV2-1,2,6,2,4,7,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n7_mID2_mD6_mV4_nV2-1.uai,2,4 1,0,0.020439491494388645 0.6656993801632646 0.14667188761852834 0.22291846238372223 0.10125303479211478 0.7338941814430247 0.021095762489556164 0.17191075647010917,1258.0
vs_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-1.uai,7,,0,0.042687275335435385 0.43820113459478555 0.10527666992601259 0.6381432279418835 0.075544763328854 0.4500974818488406 0.024027880294707482 0.2669831167611448,202.0
vs_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-1.uai,0,7,0,0.20888286254448687 0.45131265264795783 0.1142832727161132 0.4681422802203961 0.08082897400302257 0.6758210648596946,373.0
vm_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n8_mID2_mD6_mV4_nV2-1.uai,2,,4,0.334189219961 0.706729065937 0.29327093406300003 0.665810780039,135.0
vm_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n8_mID2_mD6_mV4_nV2-1.uai,1,5 4 2,0,,
vs_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-1.uai,7,,0,0.04405049698030625 0.39844964086930934 0.23774410114069175 0.6411325788625829 0.11115993763729966 0.4489466245166426 0.024122298139337018 0.2447236024572528,122.0
vs_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-1.uai,0,7,0,0.20960855994084893 0.4512027944458432 0.11493000245086996 0.46819621530236305 0.08091316208439402 0.6753678074082035,231.0
vm_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n8_mID2_mD6_mV4_nV2-1.uai,2,,4,0.33842171804121873 0.70062976303525 0.29937023696475 0.6615782819587812,109.0
vm_n8_mID2_mD6_mV4_nV2-1,2,6,2,4,8,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n8_mID2_mD6_mV4_nV2-1.uai,1,5 4 2,0,,
vs_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-1.uai,8,,0,0.24491244999584033 0.8905682655811149 0.10943173441888505 0.7550875500041596,157.0
vs_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-1.uai,0,8,0,0.0059904475318280715 0.26342114452601617 0.39396554953953306 0.6584847728104462 0.31290458664687587 0.3506369393983046,418.0
vm_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV2-1.uai,0,,3,0.1607318791968239 0.557627072493092 0.05210507529921135 0.5368148507056668 0.041005300769982066 0.2093752386545305 0.05770106628342527 0.5756896586779405,158.0
vm_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV2-1.uai,1,7 3 0,0,,
vs_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-1.uai,8,,0,0.2589301323300353 0.8847304678296984 0.11526953217030154 0.7410698676699647,113.0
vs_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-1.uai,0,8,0,0.005998905669424897 0.26003697067386516 0.4103041082791424 0.6522420318428667 0.3286154460091871 0.3427645301858973,244.0
vm_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV2-1.uai,0,,3,0.11041391175516406 0.5593320869646492 0.1051242941048504 0.4873230450469097 0.04853030157322051 0.22975127549204252 0.05769762887786439 0.5547105186479431,111.0
vm_n9_mID2_mD6_mV4_nV2-1,2,6,2,4,9,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n9_mID2_mD6_mV4_nV2-1.uai,1,7 3 0,0,,
vs_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-1.uai,9,,0,0.157820847087432 0.5697618627793053 0.11356889572049031 0.5786069528431879 0.18140399058981735 0.4802965517607287,214.0
vs_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-1.uai,0,9,0,0.0049966214298453274 0.134998042919439 0.865001957080561 0.9950033785701548,321.0
vm_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV2-1.uai,0,,4,,
vm_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV2-1.uai,2,6 4 3 0,0,,
vs_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-1.uai,9,,0,0.164536953019853 0.5349829142506373 0.17286431876120434 0.5704369915897282 0.1814583894022614 0.43546388528109664,127.0
vs_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-1.uai,0,9,0,0.004999701875957929 0.13499747483094235 0.8650025251690576 0.9950002981240421,191.0
vm_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV2-1.uai,0,,4,0.13359048866250925 0.4938806368463278 0.07680499584634311 0.21802694492838862 0.4217126996573192 0.6940596525424538,4095.0
vm_n10_mID2_mD6_mV4_nV2-1,2,6,2,4,10,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n10_mID2_mD6_mV4_nV2-1.uai,2,6 4 3 0,0,,
vs_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-1.uai,3,,0,0.057205184834000014 0.758882888789 0.05425339853200001 0.23103169400600002 0.13704869163000002 0.8656491910740001,129.0
vs_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-1.uai,0,3,0,0.1650839726064972 0.5469556847049161 0.15701982933747302 0.8229016532214205 0.007067156489595327 0.6182328988460939,307.0
vm_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV2-1.uai,2,,0,0.25342670080100005 0.90983219216 0.09016780784 0.7465732991990002,86.0
vm_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV2-1.uai,1,2,0,0.14240253701451663 0.9514308250193207 0.04856917498067922 0.8575974629854833,111.0
vs_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-1.uai,3,,0,0.08685286956850001 0.681294279566 0.05449900185150001 0.215755724486 0.23780324870550001 0.8148939605295,103.0
vs_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-1.uai,0,3,0,0.19807639660957646 0.44318338852837513 0.21045417356211424 0.7891757404608907 0.009000397233022856 0.5525549994615357,214.0
vm_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV2-1.uai,2,,0,0.2590914493205 0.90570756312 0.09429243688000001 0.7409085506795,73.0
vm_n4_mID4_mD6_mV4_nV2-1,2,6,4,4,4,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n4_mID4_mD6_mV4_nV2-1.uai,1,2,0,0.16351059515899355 0.9485036775431881 0.051496322456811995 0.8364894048410064,104.0
vs_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-1.uai,4,,0,0.11714419245043498 0.49702866768880616 0.08593377708190036 0.7435792993573 0.032615899533534255 0.2046136682215525 0.04514096815424799 0.4601920250203711,202.0
vs_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-1.uai,0,4,0,0.3577567679041628 0.9417242228228091 0.05827577717719084 0.6422432320958372,310.0
vm_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV2-1.uai,4,,0,0.23667960871239205 0.6366312303156401 0.36336876968436 0.763320391287608,97.0
vm_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV2-1.uai,0,4,0,0.061351007941029725 0.4094788580219491 0.008993056186158891 0.06927884727443516 0.004264433073257283 0.078671003064488 0.5175217220755404 0.8949576080498903,9869.0
vs_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-1.uai,4,,0,0.1361511948043293 0.49559704280973477 0.09347461765702003 0.7375596969153794 0.0328790951937535 0.19262696769572576 0.0469292353109813 0.40438187546984117,138.0
vs_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-1.uai,0,4,0,0.34864605880789157 0.9409769965532141 0.05902300344678599 0.6513539411921084,299.0
vm_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV2-1.uai,4,,0,0.23667960871239205 0.6366312303156401 0.36336876968436 0.763320391287608,94.0
vm_n5_mID4_mD6_mV4_nV2-1,2,6,4,4,5,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n5_mID4_mD6_mV4_nV2-1.uai,0,4,0,0.061395851579257046 0.4094635095861626 0.025221564384904683 0.050150727133825374 0.01267361853306233 0.04425007293984817 0.5279498502302588 0.885481929011174,9058.0
vs_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,5,,0,0.16277912623033847 0.6378750859386135 0.07969119666556869 0.6395762769490799 0.12695510438730273 0.4026195766956292,177.0
vs_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,0,5,0,0.07589237392653193 0.19410859064656955 0.33082731025539625 0.3339772420577116 0.47277212009605407 0.5931053164215369,432.0
vm_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV2-1.uai,3,,2,,
vm_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV2-1.uai,0,4 3,0,,
vs_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,5,,0,0.16941212830889635 0.6068324084355156 0.10038500011662686 0.5709631280003514 0.14120642738614275 0.39956575288454593,131.0
vs_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,0,5,0,0.13136000975141593 0.16345816184258954 0.33162651359844286 0.332665469908313 0.5042602148426193 0.5360400393924367,351.0
vm_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV2-1.uai,3,,2,0.1850226732628828 0.8211916773866641 0.17880832261333593 0.8149773267371172,1853.0
vm_n6_mID4_mD6_mV4_nV2-1,2,6,4,4,6,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n6_mID4_mD6_mV4_nV2-1.uai,0,4 3,0,,
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,6,,0,0.38457660135873806 0.8983666998602503 0.10163330013974971 0.6154233986412619,138.0
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,0,6,0,0.5068905027542898 0.7781652719538108 0.2218347280461892 0.4931094972457102,243.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,2,,3,0.08217310169862499 0.6795652543714377 0.08829964195062501 0.6451280951625 0.1272308573325 0.57600345248525,9782.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,0,5 4 2,0,,
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,6,,0,0.38472131560729855 0.8972847171851267 0.10271528281487328 0.6152786843927015,103.0
vs_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,0,6,0,0.5077160194512178 0.7788321867405992 0.22116781325940074 0.4922839805487822,169.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,2,,3,0.1731050258391875 0.6692120199088125 0.103752827456 0.5913967431616249 0.1538578168518125 0.5423693186555313,280.0
vm_n7_mID4_mD6_mV4_nV2-1,2,6,4,4,7,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n7_mID4_mD6_mV4_nV2-1.uai,0,5 4 2,0,,
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,7,,0,0.21408999925225283 0.7127494227820396 0.2872505772179604 0.7859100007477472,178.0
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,0,7,0,0.07891005778115347 0.6891259981794416 0.2948400989957314 0.7366834863917275 0.009967172146851166 0.12324422609635481 0.005985588398438275 0.062089301316331884,801.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,mult,marg,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,1,,2,0.2188765639970062 0.9486461282668132 0.051353871733186895 0.7811234360029937,98.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch10,mult,cond,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,2,3 1,0,,
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,7,,0,0.23031652529238447 0.7081499018039643 0.29185009819603575 0.7696834747076157,129.0
vs_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,0,7,0,0.07898963150352167 0.6890396780170316 0.2949579067730884 0.7360683344797987 0.00999776543737465 0.12310996787165525 0.005999263235125189 0.062040584428086666,711.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,mult,marg,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,1,,2,0.2188765639970062 0.9486461282668132 0.051353871733186895 0.7811234360029937,93.0
vm_n8_mID4_mD6_mV4_nV2-1,2,6,4,4,8,cve_ch5,mult,cond,./networks/vmodel/vmodel-mult_n8_mID4_mD6_mV4_nV2-1.uai,2,3 1,0,0.008936155789653436 0.024211849175023132 0.4456319084779167 0.7684483090614085 0.09947605148588443 0.1384997474014533 0.10069985240081303 0.42375083871155644,41075.0
vs_n9_mID4_mD6_mV4_nV2-1,2,6,4,4,9,cve_ch10,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-1.uai,8,,0,0.22771481980898364 0.6377760589226799 0.2770044197766416 0.6639280975812571 0.03246266484586228 0.17537808661559687,317.0
vs_n9_mID4_mD6_mV4_nV2-1,2,6,4,4,9,cve_ch10,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-1.uai,0,8,0,0.08893757386110335 0.8610294717561973 0.03499133789787376 0.09399523971276687 0.10397919034592906 0.8171646172825382,600.0
