num_vert,max_degree,max_indegree,max_values,nodes,method,kind,query_type,filename,target,observed,barren,interval_result
2,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-1.uai,0,9,0,0.0047284684636655985 0.1385954335889105 0.8614045664110895 0.9952715315363344
2,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-1.uai,3,,0,0.056616036058 0.759156121051 0.05425339853200001 0.233865024814 0.13555395043200003 0.87893827017
2,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-1.uai,0,3,0,0.11012438162970337 0.7235544576997447 0.10093544356325494 0.8773659551999089 0.0020929914843290454 0.6521800750871638
2,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-1.uai,4,,0,0.111420091038625 0.5049269014197499 0.08533975950325 0.7555401082775 0.031163856563500004 0.209453811455 0.0422703740134 0.465130130417425
2,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-1.uai,0,4,0,0.2333869467182198 0.9599723011515092 0.0400276988484908 0.7666130532817802
2,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,5,,0,0.1605479661609787 0.6665316937996946 0.06693100720559744 0.6417370853723813 0.11985419472291634 0.4102584263573422
2,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-1.uai,0,5,0,0.06691002545040246 0.2110392075074108 0.3130285618976044 0.3595403669506995 0.4546149822665548 0.6094614281319649
2,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,6,,0,0.38457660135873806 0.8986246747996304 0.10137532520036963 0.6154233986412619
2,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV2-1.uai,0,6,0,0.4864024762923375 0.8014471661983383 0.19855283380166178 0.5135975237076625
2,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,7,,0,0.21369531792661384 0.7148889295021095 0.28511107049789053 0.7863046820733861
2,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV2-1.uai,0,7,0,0.07388498997903933 0.7017330241970051 0.28197261948247376 0.7544074352454817 0.00909615578695949 0.13072660797668148 0.005554391650492511 0.06516333920424676
2,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-1.uai,8,,0,0.2258606903014856 0.6420353117725925 0.2758091229339201 0.664599416907312 0.031499051176978626 0.17715951560345697
2,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV2-1.uai,0,8,0,
2,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV2-1.uai,9,,0,0.11943732206531266 0.579855207785913 0.019260005781878954 0.3733794969765313 0.01843732206531265 0.45940119786283157 0.14051526438027004 0.5796389245705154
2,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV2-1.uai,0,9,0,
2,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV2-1.uai,3,,0,0.19421728110000006 0.8072959903389999 0.050461030504 0.40205716636100003 0.113900602301 0.57282318268
2,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV2-1.uai,0,3,0,0.23901496143995335 0.8646917427066042 0.05539194449811918 0.7279208356317203 0.019520126972975116 0.24834284269281937
2,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV2-1.uai,4,,0,0.099597551289386 0.854805648275936 0.14519435172406397 0.9004024487106139
2,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV2-1.uai,0,4,0,0.4943646316285195 0.7521352115594098 0.011959515203744178 0.14903102571184088 0.09521165635590847 0.37585130542766515 0.03308095386041707 0.1300410001498571
2,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV2-1.uai,5,,0,0.1776677308270053 0.5404145435698803 0.08990363084148617 0.7591919420829313 0.046259716348066526 0.4717130885372629
2,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV2-1.uai,0,5,0,0.24472750095088447 0.6516821259848213 0.04720293003458513 0.24027133816652593 0.2961207295845256 0.547399396314817
2,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV2-1.uai,6,,0,0.3577680402938693 0.7091421832010638 0.2908578167989362 0.6422319597061307
2,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV2-1.uai,0,6,0,0.5065847028103537 0.6480546004219262 0.35194539957807375 0.4934152971896464
2,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV2-1.uai,7,,0,0.12397865369160642 0.4207452584799566 0.09130152894344022 0.7775046742382257 0.07537751617815279 0.6714518786740294
2,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV2-1.uai,0,7,0,0.05999836783866511 0.13649236216715466 0.07520209378138336 0.12286354164095409 0.042011735061096664 0.5650560154187836 0.20884654005716197 0.8192427132929226
2,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV2-1.uai,8,,0,0.04662697197140242 0.8297008234741142 0.034934078695551894 0.22608348454388955 0.026841826061167855 0.20357190567324077 0.02985104015623021 0.7818824147689653
2,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV2-1.uai,0,8,0,0.35812049649907624 0.5118181457312628 0.3709197086361146 0.6145112535501448 0.025702807740964537 0.1268711826288075
2,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV2-1.uai,9,,0,0.47257330042018253 0.8897423099666956 0.11025769003330438 0.5274266995798175
2,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV2-1.uai,0,9,0,
4,6,2,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV4-1.uai,3,,0,0.020474433986000004 0.5962191198079999 0.40378088019200004 0.9795255660140002
4,6,2,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV4-1.uai,0,3,0,0.010658368965991724 0.9162321172536735 0.0026479426832790925 0.9883755067666951 0.00022211887949629455 0.9388978618429978 0.0007038124951597892 0.7350192678451443
4,6,2,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV4-1.uai,4,,0,
4,6,2,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV4-1.uai,0,4,0,
4,6,2,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV4-1.uai,5,,0,0.1152555648198401 0.7478498123657406 0.011741813094059871 0.34729188063171146 0.012607235383106883 0.36585417150005906 0.014354306586253182 0.6817866670445836
4,6,2,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV4-1.uai,0,5,0,0.0036096956089304846 0.26470943436737937 0.020437728061120267 0.7279239428346799 0.0017073696562856467 0.6051292399830799 0.08512879954246202 0.8693595798002886
4,6,2,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV4-1.uai,6,,0,
4,6,2,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV4-1.uai,0,6,0,
4,6,2,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV4-1.uai,7,,0,
4,6,2,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV4-1.uai,0,7,0,
4,6,2,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV4-1.uai,8,,0,
4,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV4-1.uai,0,8,0,
4,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV4-1.uai,9,,0,
4,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV4-1.uai,0,9,0,
4,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV4-1.uai,3,,0,0.04978293130999999 0.943002481504 0.013873155670000002 0.774703647414 0.018893308552000002 0.743033165808
4,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV4-1.uai,0,3,0,0.15182379215451772 0.8917968583238592 0.01245098133054664 0.8036106595702 0.03485386978002442 0.4471973324018828
4,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV4-1.uai,4,,0,0.016355753987589997 0.568550145005584 0.057018171862884 0.8581461617729739 0.0291592971074 0.584710639462854 0.005179115652888001 0.27560077676570605
4,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV4-1.uai,0,4,0,0.5550651011882537 0.9242100996096476 0.07578990039035234 0.4449348988117462
4,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV4-1.uai,5,,0,
4,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV4-1.uai,0,5,0,
4,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV4-1.uai,6,,0,0.57092291621584 0.8780408453066736 0.12195915469332641 0.42907708378415993
4,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV4-1.uai,0,6,0,0.5662564141779208 0.9145520943287949 0.0854479056712051 0.43374358582207917
4,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV4-1.uai,7,,0,
4,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV4-1.uai,0,7,0,
4,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV4-1.uai,8,,0,
4,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV4-1.uai,0,8,0,
4,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV4-1.uai,9,,0,
4,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV4-1.uai,0,9,0,
4,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV4-1.uai,3,,0,0.034480396704 0.532421626232 0.010222100416000001 0.64664974584 0.08118609551999999 0.929047274464
4,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV4-1.uai,0,3,0,0.0028095114894998705 0.8683089748142756 0.01041497144147077 0.9083429238324492 0.031209081517295307 0.9834953154676714
4,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV4-1.uai,4,,0,0.49653008937086013 0.9228671494648979 0.077132850535102 0.5034699106291401
4,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV4-1.uai,0,4,0,0.0029236699581113947 0.9934369687578695 0.0008940046942319884 0.7885808077325394 0.0 0.5656989703806803 0.005668621744239522 0.9406301747382475
4,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV4-1.uai,5,,0,
4,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV4-1.uai,0,5,0,
4,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV4-1.uai,6,,0,
4,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV4-1.uai,0,6,0,
4,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV4-1.uai,7,,0,
4,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV4-1.uai,0,7,0,
4,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV4-1.uai,8,,0,
4,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV4-1.uai,0,8,0,
4,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV4-1.uai,9,,0,
4,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV4-1.uai,0,9,0,
6,6,2,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV6-1.uai,3,,0,0.107125823638 0.656115750906 0.343884249094 0.8928741763620001
6,6,2,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV6-1.uai,0,3,0,0.013234350863241446 0.9550980303700062 0.008532604477000692 0.49930512044128805 0.009632380963541845 0.9472050747585392 0.003901148922256221 0.9258013778634504
6,6,2,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV6-1.uai,4,,0,
6,6,2,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV6-1.uai,0,4,0,
6,6,2,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV6-1.uai,5,,0,
6,6,2,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV6-1.uai,0,5,0,
6,6,2,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV6-1.uai,6,,0,
6,6,2,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV6-1.uai,0,6,0,
6,6,2,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV6-1.uai,7,,0,
6,6,2,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV6-1.uai,0,7,0,
6,6,2,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV6-1.uai,8,,0,
6,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV6-1.uai,0,8,0,
6,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV6-1.uai,9,,0,
6,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV6-1.uai,0,9,0,
6,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV6-1.uai,3,,0,0.017331822744000008 0.9160219813420002 0.011104526572 0.8633812759039999 0.023355953827 0.836373764144
6,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV6-1.uai,0,3,0,0.0019886263086233316 0.9360832626670492 0.01737690815553667 0.9544187759627892 0.03001406244466829 0.9587641833283173
6,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV6-1.uai,4,,0,0.0020992000536920003 0.7155282283547432 0.001449828582934 0.64650171417066 0.003174171484180999 0.9791071995167719 0.0020496000268459998 0.72421358156756
6,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV6-1.uai,0,4,0,0.024706875625792882 0.6251727735618243 0.3748272264381757 0.9752931243742071
6,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV6-1.uai,5,,0,
6,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV6-1.uai,0,5,0,
6,6,4,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV6-1.uai,6,,0,0.653317812813532 0.8290764914459225 0.1709235085540775 0.3466821871864683
6,6,4,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID4_mD6_mV4_nV6-1.uai,0,6,0,0.0665549865238056 0.1003048750167249 0.8996951249832751 0.9334450134761944
6,6,4,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV6-1.uai,7,,0,
6,6,4,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID4_mD6_mV4_nV6-1.uai,0,7,0,
6,6,4,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV6-1.uai,8,,0,
6,6,4,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID4_mD6_mV4_nV6-1.uai,0,8,0,
6,6,4,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV6-1.uai,9,,0,
6,6,4,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID4_mD6_mV4_nV6-1.uai,0,9,0,
6,6,6,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV6-1.uai,3,,0,
6,6,6,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID6_mD6_mV4_nV6-1.uai,0,3,0,
6,6,6,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV6-1.uai,4,,0,0.337116977881183 0.976566797626152 0.023433202373848 0.662883022118817
6,6,6,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID6_mD6_mV4_nV6-1.uai,0,4,0,0.07937846693742617 0.7233170282954796 0.0006273583040873255 0.21105860296813875 0.010937754051414596 0.6344206579832075 0.007922860718107983 0.7088758686880643
6,6,6,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV6-1.uai,5,,0,
6,6,6,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID6_mD6_mV4_nV6-1.uai,0,5,0,
6,6,6,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV6-1.uai,6,,0,
6,6,6,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID6_mD6_mV4_nV6-1.uai,0,6,0,
6,6,6,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV6-1.uai,7,,0,
6,6,6,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID6_mD6_mV4_nV6-1.uai,0,7,0,
6,6,6,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV6-1.uai,8,,0,
6,6,6,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID6_mD6_mV4_nV6-1.uai,0,8,0,
6,6,6,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV6-1.uai,9,,0,
6,6,6,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID6_mD6_mV4_nV6-1.uai,0,9,0,
2,6,2,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV2-2.uai,3,,0,0.048790054824 0.6892627805760002 0.065933848584 0.60221823312 0.010274330456 0.18130296265600002 0.101805696118 0.4998849079360001
2,6,2,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID2_mD6_mV4_nV2-2.uai,0,3,0,0.0779889520897831 0.9671706886924615 0.03282931130753847 0.9220110479102169
2,6,2,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV2-2.uai,4,,0,0.148715629217264 0.764112051774176 0.074139582025024 0.5965904940117762 0.04152680663209601 0.606855295328704
2,6,2,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID2_mD6_mV4_nV2-2.uai,0,4,0,0.07582348255577082 0.7530678981557886 0.24693210184421138 0.9241765174442292
2,6,2,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-2.uai,5,,0,0.06747810954453734 0.4974313748402139 0.02428534209099092 0.28965600354153 0.15327370611822266 0.6332781119101247 0.07804500925655604 0.46688454998378814
2,6,2,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID2_mD6_mV4_nV2-2.uai,0,5,0,0.044459992938426764 0.6636455140406354 0.2883192424177475 0.5941996838238344 0.04484237369572797 0.43825542918744065
2,6,2,4,7,cve,sing,marg,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-2.uai,6,,0,0.03749711467735608 0.6293371801073482 0.04945919218714225 0.5467394885591697 0.0843866448566694 0.3666939461337257 0.09002885419497118 0.3866662537764929
2,6,2,4,7,cve,sing,cond,./networks/vmodel/vmodel-sing_n7_mID2_mD6_mV4_nV2-2.uai,0,6,0,0.28853055083462903 0.9821017019748365 0.008533189168527156 0.6782440561583767 0.005068069829682475 0.034006592298987545 0.004139348704385561 0.008026274518869728
2,6,2,4,8,cve,sing,marg,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-2.uai,7,,0,0.1386886420774471 0.43417798416893416 0.12708952984930846 0.6466966332959606 0.17698677928167425 0.6265315668814743
2,6,2,4,8,cve,sing,cond,./networks/vmodel/vmodel-sing_n8_mID2_mD6_mV4_nV2-2.uai,0,7,0,0.005849207874382778 0.6666732707974468 0.14975858992473057 0.2748134490331038 0.01889213796457437 0.10805952412984961 0.05313097369586816 0.7441542257837654
2,6,2,4,9,cve,sing,marg,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-2.uai,8,,0,0.03161604078967147 0.5662780835231676 0.4337219164768325 0.9683839592103285
2,6,2,4,9,cve,sing,cond,./networks/vmodel/vmodel-sing_n9_mID2_mD6_mV4_nV2-2.uai,0,8,0,0.25770451139889894 0.9347715439549863 0.06522845604501372 0.7422954886011012
2,6,2,4,10,cve,sing,marg,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-2.uai,9,,0,
2,6,2,4,10,cve,sing,cond,./networks/vmodel/vmodel-sing_n10_mID2_mD6_mV4_nV2-2.uai,0,9,0,
2,6,4,4,4,cve,sing,marg,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-2.uai,3,,0,0.091073239264 0.6827790867300002 0.032070914756000005 0.3158436038900001 0.088053436646 0.503016944782 0.090878821089 0.36730860176999997
2,6,4,4,4,cve,sing,cond,./networks/vmodel/vmodel-sing_n4_mID4_mD6_mV4_nV2-2.uai,0,3,0,0.007429925355486621 0.8541021186078446 0.09709894983408454 0.6739563486576023 0.03817096264340404 0.7642122863315182
2,6,4,4,5,cve,sing,marg,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-2.uai,4,,0,0.025237023002832 0.09840089140046 0.010191968876298 0.30043226948970997 0.02353085250236 0.7651687866540802 0.18744564275731604 0.84993013081524
2,6,4,4,5,cve,sing,cond,./networks/vmodel/vmodel-sing_n5_mID4_mD6_mV4_nV2-2.uai,0,4,0,0.21374890838648172 0.9388558799271909 0.061144120072809165 0.7862510916135182
2,6,4,4,6,cve,sing,marg,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-2.uai,5,,0,0.1778602773959373 0.6240980148652804 0.15574169731723222 0.49335693521804586 0.06684649424038228 0.5091427453383979
2,6,4,4,6,cve,sing,cond,./networks/vmodel/vmodel-sing_n6_mID4_mD6_mV4_nV2-2.uai,0,5,0,0.2699195527143359 0.7150600911359838 0.2849399088640162 0.7300804472856641
